EmpID,BiasInfluentialFactor,FitmentPercent
16683,DegreeBranch,83.41
17625,YearsOfExperince,81.36
8257,Gender,79.27
12451,Gender,81.68
22766,,53.01
22347,Gender,80.58
11370,Gender,74.32
16081,MartialStatus,79.39
19303,MartialStatus,75.33
15925,YearsOfExperince,86.89
21365,DegreeBranch,80.8
9466,DegreeBranch,70.38
11723,CurrentCompanyType,68.0
16457,,66.53
5755,Gender,84.41
2163,Gender,81.05
12018,MartialStatus,81.68
15784,Gender,80.65
12823,CurrentCompanyType,66.05
3218,DegreeBranch,79.37
15027,YearsOfExperince,81.08
16104,,59.15
5134,Gender,80.08
4774,Gender,79.53
19638,EmpScore,80.99
19266,CurrentCompanyType,69.51
18006,,66.76
4660,DegreeBranch,81.35
23465,Gender,75.25
20254,,65.79
8495,DegreeBranch,81.18
5966,YearsOfExperince,81.14
14910,MartialStatus,78.69
14022,Gender,80.66
6852,DegreeBranch,81.48
14576,,68.13
22213,,67.69
4285,YearsOfExperince,79.95
12377,CurrentCompanyType,69.32
11148,,67.58
14318,DegreeBranch,76.94
2933,YearsOfExperince,80.89
24205,DegreeBranch,77.72
3838,Gender,82.36
8970,Gender,77.99
12116,DegreeBranch,80.43
4821,,57.9
15744,,69.46
17637,Gender,73.05
8098,LatestDegreeCGPA,59.1
21894,HighestDegree,68.43
19800,Gender,82.68
12978,YearsOfExperince,82.13
23269,HighestDegree,81.93
11014,Gender,82.68
10263,,80.88
21454,,55.63
22831,CurrentCompanyType,70.84
5463,Gender,75.11
19259,,52.71
15785,DegreeBranch,82.62
18746,,54.85
6720,,66.85
3355,YearsOfExperince,78.08
13800,,58.89
22300,YearsOfExperince,81.46
9103,EmpScore,83.31
12447,DegreeBranch,80.67
22789,CurrentCompanyType,70.99
24283,DegreeBranch,81.67
14878,YearsOfExperince,80.86
13680,LatestDegreeCGPA,80.84
23900,DegreeBranch,81.31
9535,Gender,77.12
17456,YearsOfExperince,80.43
14822,YearsOfExperince,81.02
16375,Gender,74.26
20596,YearsOfExperince,80.16
12554,,66.04
13760,,80.81
19580,Gender,80.07
16111,YearsOfExperince,80.76
15673,Gender,73.28
18238,DegreeBranch,80.89
12647,MartialStatus,81.09
4225,CurrentCompanyType,68.14
17049,,63.43
21520,DegreeBranch,81.74
16822,HighestDegree,79.87
17174,DegreeBranch,79.61
2761,DegreeBranch,84.07
11315,DegreeBranch,82.59
2086,,69.13
19656,DegreeBranch,68.23
4677,Gender,77.57
4606,Gender,74.87
7548,YearsOfExperince,80.52
10575,,81.18
15045,,61.1
15341,DegreeBranch,81.53
4629,DegreeBranch,80.19
20095,YearsOfExperince,80.2
15202,,54.97
7940,Gender,82.16
23909,DegreeBranch,82.5
24270,DegreeBranch,79.27
5255,Gender,79.93
11445,EmpScore,81.32
10809,DegreeBranch,79.05
3387,HighestDegree,80.94
4661,,67.61
18273,Gender,81.0
14612,CurrentCompanyType,68.45
15108,,67.73
11918,EmpScore,80.78
9713,,68.7
16680,MartialStatus,78.71
9765,HighestDegree,80.19
18095,,79.25
7746,YearsOfExperince,80.44
22298,Gender,81.18
22116,,63.86
14525,,68.98
19125,DegreeBranch,77.36
5616,Gender,81.63
11917,,59.34
9387,DegreeBranch,80.89
9391,YearsOfExperince,79.81
24017,,67.62
2414,Gender,81.02
16141,Gender,79.85
12149,,80.9
14824,YearsOfExperince,80.7
24051,,79.16
15119,,65.24
7259,YearsOfExperince,80.88
18555,,75.58
19787,DegreeBranch,73.77
23176,EmpScore,80.32
10668,DegreeBranch,82.48
16679,,75.52
6900,YearsOfExperince,79.92
2588,Gender,79.91
21785,CurrentCompanyType,67.29
14989,DegreeBranch,82.07
23927,YearsOfExperince,75.34
18684,CurrentCompanyType,67.13
20165,Gender,73.29
14757,DegreeBranch,79.92
7101,DegreeBranch,83.53
12985,,65.69
10293,EmpScore,80.65
11463,DegreeBranch,78.47
20294,Gender,79.39
7044,DegreeBranch,83.26
21214,YearsOfExperince,80.53
14956,Gender,74.79
9209,DegreeBranch,80.35
16002,DegreeBranch,80.95
7160,DegreeBranch,82.43
15311,EmpScore,78.19
9898,,68.54
8601,YearsOfExperince,79.31
5264,,65.4
4756,DegreeBranch,75.45
19089,DegreeBranch,80.77
15373,,53.14
23778,LatestDegreeCGPA,79.74
4830,HighestDegree,82.21
4245,Gender,83.24
15117,,78.11
7243,HighestDegree,80.69
13969,,66.88
10410,CurrentCompanyType,68.85
19385,,58.63
17367,Gender,68.29
17170,HighestDegree,81.32
9839,YearsOfExperince,83.45
12825,Gender,75.64
6005,EmpScore,83.04
6985,DegreeBranch,81.93
12501,,66.93
7440,,66.98
2290,EmpScore,82.26
8483,YearsOfExperince,81.29
19358,Gender,73.88
12473,YearsOfExperince,77.35
10671,Gender,81.92
14520,Gender,74.34
2735,,68.37
5251,,67.58
3666,DegreeBranch,82.01
16199,Gender,74.75
7659,,58.81
18370,EmpScore,80.04
15384,Gender,81.65
12273,,79.05
9662,Gender,79.55
24214,DegreeBranch,75.38
19037,Gender,74.21
8414,DegreeBranch,80.92
18063,YearsOfExperince,76.55
3083,,68.28
11024,,79.13
19191,,59.55
21324,,82.72
8008,Gender,75.85
4570,HighestDegree,81.24
2865,,75.38
17179,YearsOfExperince,80.5
6817,EmpScore,82.18
2095,DegreeBranch,80.88
20431,HighestDegree,80.18
15862,Gender,81.09
9455,Gender,80.63
12650,Gender,82.08
8841,MartialStatus,81.62
23669,Gender,80.61
2115,MartialStatus,80.1
20424,Gender,79.03
23488,DegreeBranch,83.02
9226,HighestDegree,79.38
21521,Gender,82.37
11673,,68.67
16835,YearsOfExperince,84.85
12135,,56.19
5701,DegreeBranch,79.12
8644,,78.38
2261,YearsOfExperince,74.01
18980,,61.27
12299,,68.97
3077,EmpScore,78.71
5795,DegreeBranch,82.58
24215,,57.23
9524,YearsOfExperince,80.12
18840,LatestDegreeCGPA,81.64
13291,DegreeBranch,70.64
6649,,60.32
22705,Gender,81.77
12308,EmpScore,81.01
22218,HighestDegree,86.0
6190,DegreeBranch,77.85
9428,,57.35
22679,YearsOfExperince,76.46
9562,,52.88
10421,Gender,83.24
12597,,82.03
19696,DegreeBranch,71.62
20635,HighestDegree,82.24
17219,,59.68
10613,DegreeBranch,76.46
2612,DegreeBranch,84.55
8462,YearsOfExperince,80.47
8685,HighestDegree,83.32
22745,HighestDegree,79.88
13023,,70.87
18526,,52.12
2663,DegreeBranch,85.19
21401,,81.7
15934,Gender,80.25
6780,DegreeBranch,73.37
20246,YearsOfExperince,80.2
23051,EmpScore,81.9
6703,Gender,81.56
6989,CurrentCompanyType,67.87
17272,,65.06
17783,HighestDegree,80.82
22102,CurrentCompanyType,73.3
12044,YearsOfExperince,80.71
11499,YearsOfExperince,80.54
15561,,57.95
20360,EmpScore,79.43
19531,,82.38
22610,,64.93
20227,Gender,73.39
14969,YearsOfExperince,80.88
5546,EmpScore,79.21
7697,Gender,76.51
8376,EmpScore,82.49
9933,,67.79
21157,,61.37
21425,Gender,81.8
6542,Gender,73.93
3280,,51.45
14392,,81.77
4440,DegreeBranch,79.97
15037,YearsOfExperince,81.9
22620,DegreeBranch,83.53
6433,YearsOfExperince,68.94
12586,YearsOfExperince,82.34
16066,MartialStatus,81.38
4541,DegreeBranch,81.75
15724,Gender,79.51
4568,DegreeBranch,81.43
8125,Gender,79.6
7568,DegreeBranch,82.46
6075,,70.53
11361,EmpScore,80.27
4767,CurrentCompanyType,65.68
9141,HighestDegree,82.36
9984,Gender,85.59
9773,,67.9
12660,DegreeBranch,77.46
16559,DegreeBranch,80.5
3069,,66.13
7743,YearsOfExperince,79.77
2280,HighestDegree,82.37
19960,Gender,71.85
3516,YearsOfExperince,81.64
17494,YearsOfExperince,82.5
20162,,59.42
7877,,53.47
22328,YearsOfExperince,83.74
8478,DegreeBranch,82.71
6483,EmpScore,81.13
10960,YearsOfExperince,72.26
2848,DegreeBranch,79.62
11680,DegreeBranch,80.17
14317,,66.8
9008,YearsOfExperince,79.55
19917,YearsOfExperince,69.09
8347,CurrentCompanyType,74.68
9895,,67.05
18497,DegreeBranch,81.65
7039,Gender,83.02
10275,,60.08
4787,,63.39
10361,YearsOfExperince,81.3
4447,DegreeBranch,82.95
17087,DegreeBranch,75.58
6530,YearsOfExperince,84.08
3349,,67.86
2251,CurrentCompanyType,66.74
18007,HighestDegree,80.4
11631,HighestDegree,68.27
22674,Gender,80.23
3887,DegreeBranch,81.07
6267,Gender,81.37
14293,,66.18
17666,Gender,82.02
18023,DegreeBranch,81.09
5792,Gender,82.65
12748,HighestDegree,80.11
9546,Gender,75.66
5682,YearsOfExperince,79.15
10453,DegreeBranch,71.83
20392,DegreeBranch,83.06
20701,MartialStatus,83.04
19035,DegreeBranch,80.36
9057,,59.77
15466,YearsOfExperince,74.61
23266,Gender,77.91
23629,YearsOfExperince,78.32
23078,,60.38
5333,Gender,80.78
21456,Gender,77.19
21532,YearsOfExperince,78.66
17803,,59.35
11438,YearsOfExperince,79.7
19927,Gender,81.2
6500,,63.46
15038,YearsOfExperince,81.52
10078,HighestDegree,81.34
11992,Gender,82.01
5352,,68.11
9094,,50.97
13105,LatestDegreeCGPA,68.68
21830,Gender,73.33
4554,DegreeBranch,80.19
5831,,67.76
14023,DegreeBranch,78.65
19280,,66.82
3922,DegreeBranch,82.18
3210,DegreeBranch,83.09
8231,YearsOfExperince,80.08
19027,MartialStatus,80.02
23864,DegreeBranch,76.14
13750,MartialStatus,80.15
15308,YearsOfExperince,79.76
12792,,66.78
8604,EmpScore,81.34
15422,Gender,74.35
19458,,57.37
11317,,61.21
16390,EmpScore,81.91
20628,,70.73
9842,YearsOfExperince,81.85
13124,YearsOfExperince,81.09
21808,HighestDegree,81.95
14928,YearsOfExperince,79.95
17762,Gender,78.29
3266,,79.08
11423,DegreeBranch,84.08
19478,Gender,82.17
3690,YearsOfExperince,81.27
14380,,65.71
6218,,60.36
19091,,68.64
20929,MartialStatus,80.14
14199,Gender,80.28
20683,Gender,73.9
2031,,84.11
14421,,80.65
22815,,60.92
10411,DegreeBranch,70.61
2407,HighestDegree,83.78
21779,DegreeBranch,80.76
22522,Gender,76.28
11133,YearsOfExperince,81.25
13685,YearsOfExperince,81.9
16443,MartialStatus,80.04
20827,Gender,74.99
6117,DegreeBranch,81.91
17254,DegreeBranch,83.28
14012,DegreeBranch,81.41
19235,Gender,75.57
21920,DegreeBranch,83.85
11432,EmpScore,80.84
4301,,67.52
23417,EmpScore,78.5
4572,YearsOfExperince,77.64
6137,LatestDegreeCGPA,82.83
12360,Gender,82.46
16322,Gender,81.2
17842,,60.21
2913,DegreeBranch,79.38
15482,CurrentCompanyType,75.06
5194,Gender,78.62
13958,YearsOfExperince,83.12
10705,DegreeBranch,77.73
22082,Gender,81.84
14817,YearsOfExperince,78.1
14674,YearsOfExperince,80.57
8080,DegreeBranch,81.32
11286,DegreeBranch,78.78
4211,DegreeBranch,81.1
13305,Gender,75.03
17286,,65.68
16177,DegreeBranch,80.42
14135,Gender,73.33
8449,,55.43
16096,HighestDegree,81.25
20652,DegreeBranch,78.97
8672,MartialStatus,81.44
15953,,66.9
11945,,81.12
8817,DegreeBranch,82.33
21171,,57.52
13106,Gender,80.89
23844,Gender,81.69
16371,EmpScore,81.78
19155,,66.93
21322,DegreeBranch,82.64
18510,Gender,81.45
23152,Gender,79.38
20795,CurrentCompanyType,68.44
16011,YearsOfExperince,67.69
2404,DegreeBranch,81.47
20569,DegreeBranch,82.68
20706,MartialStatus,79.45
8044,Gender,80.09
9762,DegreeBranch,79.7
15041,Gender,79.19
11197,,67.06
18353,Gender,81.38
7781,,66.34
21807,,67.79
15326,,59.3
9620,,59.45
7283,YearsOfExperince,75.42
20353,CurrentCompanyType,70.52
19206,Gender,79.33
17854,Gender,81.77
8698,,59.78
9817,HighestDegree,70.26
14113,EmpScore,80.05
15756,,76.34
2385,DegreeBranch,81.6
10221,DegreeBranch,79.54
17983,Gender,78.48
9093,Gender,81.67
21449,,51.71
19288,EmpScore,80.7
24346,YearsOfExperince,79.75
21233,DegreeBranch,82.3
16970,YearsOfExperince,71.44
8796,YearsOfExperince,79.52
14553,CurrentCompanyType,72.85
23016,Gender,81.47
4292,Gender,81.34
18439,EmpScore,82.27
14032,YearsOfExperince,81.85
18410,,67.05
23375,EmpScore,81.76
19649,YearsOfExperince,82.39
20084,,82.25
19086,DegreeBranch,76.17
11272,DegreeBranch,81.08
23247,DegreeBranch,75.44
3778,DegreeBranch,76.48
13785,,67.64
2959,DegreeBranch,75.34
7531,YearsOfExperince,78.21
20639,DegreeBranch,76.91
6622,,53.01
2365,DegreeBranch,84.27
22393,YearsOfExperince,75.46
17727,DegreeBranch,81.8
9294,DegreeBranch,74.23
23226,Gender,83.63
22419,Gender,79.11
5859,DegreeBranch,79.77
9045,,58.66
3994,DegreeBranch,81.68
11816,CurrentCompanyType,66.72
10462,CurrentCompanyType,76.38
13052,,66.86
15741,CurrentCompanyType,70.87
12049,,52.13
4455,,70.92
16464,,67.16
6877,YearsOfExperince,82.72
21510,Gender,85.92
23075,,81.26
13674,CurrentCompanyType,67.3
5479,,65.44
3966,YearsOfExperince,82.25
5641,LatestDegreeCGPA,66.41
7699,HighestDegree,82.46
7374,YearsOfExperince,80.32
13133,DegreeBranch,82.91
11531,,68.83
10880,Gender,76.49
17500,,80.92
16829,Gender,81.14
15002,DegreeBranch,80.23
15054,EmpScore,80.09
11553,DegreeBranch,79.24
17470,DegreeBranch,81.53
8429,HighestDegree,83.63
15320,Gender,82.75
5392,DegreeBranch,82.79
9009,Gender,81.21
20589,DegreeBranch,81.16
5409,,60.55
3802,DegreeBranch,77.36
8998,EmpScore,80.26
14306,Gender,79.25
15197,EmpScore,81.0
8006,Gender,79.71
11274,,78.79
9996,YearsOfExperince,81.03
17252,,66.39
22390,DegreeBranch,84.27
14823,CurrentCompanyType,68.9
13517,Gender,74.9
13993,Gender,79.87
8139,DegreeBranch,81.51
2475,,78.37
10091,YearsOfExperince,75.48
20029,,74.11
19026,DegreeBranch,80.31
11986,,62.46
9136,,63.98
15960,EmpScore,80.84
13003,,65.78
6477,DegreeBranch,79.9
10887,,66.93
13068,HighestDegree,77.21
7527,Gender,70.58
19880,DegreeBranch,80.73
23023,HighestDegree,82.1
8972,DegreeBranch,81.62
8592,DegreeBranch,76.86
11790,,66.49
24007,MartialStatus,80.16
20576,YearsOfExperince,80.73
18008,,80.85
16380,,59.75
15142,CurrentCompanyType,69.45
19279,DegreeBranch,83.64
6553,,66.82
9971,Gender,81.32
9281,,69.05
14840,DegreeBranch,83.01
11489,YearsOfExperince,69.58
10435,,66.27
19532,DegreeBranch,79.4
7080,DegreeBranch,81.86
14158,HighestDegree,82.87
20651,,80.83
10471,Gender,80.55
13069,,68.11
13005,Gender,80.99
13074,DegreeBranch,84.29
7810,,76.98
6379,,70.71
18331,,66.65
6233,,68.08
13057,Gender,81.71
21986,YearsOfExperince,83.74
7681,,65.8
21851,HighestDegree,80.71
11567,,69.5
18887,HighestDegree,81.65
14257,,67.18
7728,DegreeBranch,70.07
12298,Gender,82.15
4023,DegreeBranch,78.92
23086,DegreeBranch,82.39
9688,DegreeBranch,78.59
16395,Gender,79.51
12331,,82.2
22752,Gender,76.8
4407,YearsOfExperince,76.89
16142,DegreeBranch,83.89
4938,DegreeBranch,80.98
23590,,68.23
15522,YearsOfExperince,80.76
10058,DegreeBranch,72.23
6280,YearsOfExperince,74.53
18102,DegreeBranch,80.54
13229,YearsOfExperince,80.3
12765,DegreeBranch,82.56
3777,Gender,74.25
18897,,60.57
3947,Gender,76.96
11604,,66.87
11387,Gender,80.59
17192,Gender,76.74
2078,DegreeBranch,81.29
24306,DegreeBranch,80.08
20624,DegreeBranch,69.12
4673,Gender,80.44
19435,CurrentCompanyType,70.2
23202,,51.89
14058,,65.55
12207,MartialStatus,82.03
18493,Gender,74.11
22763,Gender,81.28
3337,MartialStatus,79.64
8511,,71.83
7225,,66.66
4442,DegreeBranch,81.57
8155,DegreeBranch,82.45
9198,,55.34
3614,Gender,80.81
11156,DegreeBranch,82.28
20430,DegreeBranch,79.27
20979,DegreeBranch,69.31
23129,DegreeBranch,80.3
2419,,71.11
4920,Gender,80.37
22741,EmpScore,83.17
18571,,57.74
6414,DegreeBranch,83.07
20520,Gender,81.69
2337,EmpScore,83.04
19817,Gender,81.44
22004,Gender,81.48
17249,YearsOfExperince,80.66
6203,DegreeBranch,80.02
8851,YearsOfExperince,80.58
2927,DegreeBranch,83.49
7251,HighestDegree,81.2
20876,Gender,80.61
13802,DegreeBranch,82.85
9131,YearsOfExperince,80.92
5404,YearsOfExperince,81.98
16934,DegreeBranch,80.53
21848,Gender,83.06
3447,Gender,82.15
5864,YearsOfExperince,78.52
20136,DegreeBranch,80.52
20123,DegreeBranch,81.35
10302,DegreeBranch,80.22
9164,DegreeBranch,80.0
6820,DegreeBranch,80.45
3983,Gender,81.97
18581,Gender,81.68
12443,MartialStatus,81.42
15496,,69.35
5728,Gender,78.2
5513,HighestDegree,83.4
23184,,68.76
9805,,79.07
22460,DegreeBranch,79.73
11544,MartialStatus,80.56
10015,,64.88
14858,,67.66
4519,DegreeBranch,81.57
19124,Gender,73.5
12256,YearsOfExperince,74.48
9434,HighestDegree,70.93
13256,,62.7
5669,HighestDegree,82.73
5017,,69.46
9250,,67.97
22996,EmpScore,81.77
4126,DegreeBranch,68.19
23117,DegreeBranch,81.1
7488,EmpScore,81.17
19261,Gender,81.56
19688,DegreeBranch,81.01
5603,DegreeBranch,80.9
20627,,71.13
8301,,67.07
5159,,81.19
2816,HighestDegree,77.56
7882,DegreeBranch,80.84
12581,,79.57
13615,DegreeBranch,82.71
8435,Gender,82.06
4094,,67.89
11517,DegreeBranch,72.21
20656,CurrentCompanyType,67.57
11585,DegreeBranch,76.74
4144,EmpScore,82.04
23573,DegreeBranch,80.52
9107,DegreeBranch,80.36
17722,,61.93
18114,DegreeBranch,79.13
2767,DegreeBranch,79.88
13823,Gender,74.02
6647,Gender,85.22
12882,,65.76
2636,Gender,83.85
3600,EmpScore,82.13
10877,EmpScore,81.44
7014,Gender,82.25
23701,,55.48
10780,DegreeBranch,78.79
11162,DegreeBranch,82.77
12495,YearsOfExperince,80.98
16086,DegreeBranch,82.95
20081,DegreeBranch,82.9
11055,,68.49
12072,MartialStatus,78.03
16737,HighestDegree,80.83
23197,,66.96
3594,Gender,75.87
13853,DegreeBranch,79.23
16543,DegreeBranch,80.7
15987,DegreeBranch,82.06
11047,,61.94
10615,HighestDegree,69.33
17967,YearsOfExperince,79.9
13769,Gender,81.71
21397,YearsOfExperince,75.36
19648,YearsOfExperince,72.96
16668,DegreeBranch,82.68
23451,YearsOfExperince,76.32
24204,,58.25
20482,,69.37
14629,EmpScore,81.06
10740,Gender,75.5
9698,DegreeBranch,83.39
10854,YearsOfExperince,81.17
12228,,79.9
21678,CurrentCompanyType,68.74
15290,Gender,82.44
6758,HighestDegree,68.34
10197,DegreeBranch,78.94
21201,,69.14
17248,,66.07
8748,DegreeBranch,79.62
14110,,66.38
23229,Gender,76.25
22693,EmpScore,79.08
9263,Gender,77.99
19077,MartialStatus,80.34
13197,,66.69
5933,Gender,73.65
6939,Gender,81.62
2832,CurrentCompanyType,70.4
24320,Gender,74.68
13230,CurrentCompanyType,74.97
20869,,67.14
13826,DegreeBranch,79.86
21359,DegreeBranch,81.37
3953,DegreeBranch,82.49
16936,,79.43
23140,Gender,80.03
15139,DegreeBranch,82.19
18547,YearsOfExperince,77.54
9875,HighestDegree,80.23
13329,YearsOfExperince,81.2
13652,EmpScore,80.14
6930,DegreeBranch,79.22
18825,YearsOfExperince,75.22
6858,Gender,80.31
12132,,68.6
18542,DegreeBranch,67.84
22864,YearsOfExperince,81.18
3755,Gender,82.36
9313,DegreeBranch,76.83
21545,CurrentCompanyType,67.64
5642,Gender,78.17
19140,HighestDegree,81.57
21032,MartialStatus,80.34
11291,,80.19
13419,DegreeBranch,83.26
7589,,60.57
3913,Gender,81.26
10661,Gender,79.78
12689,YearsOfExperince,80.34
8217,DegreeBranch,82.71
19269,HighestDegree,70.67
6002,DegreeBranch,80.37
8645,DegreeBranch,77.28
13335,,76.13
10223,Gender,75.69
19434,LatestDegreeCGPA,51.56
17184,Gender,75.62
10002,DegreeBranch,74.37
5592,EmpScore,80.47
22805,DegreeBranch,80.37
6253,MartialStatus,85.29
11953,MartialStatus,79.02
2589,Gender,79.69
8528,YearsOfExperince,81.52
5286,YearsOfExperince,74.34
14015,,70.74
20189,,59.5
19684,Gender,74.48
5336,Gender,73.66
3155,Gender,74.19
14935,DegreeBranch,79.91
13084,,68.23
9060,DegreeBranch,68.01
11238,,81.7
5468,Gender,80.01
16103,DegreeBranch,81.76
21303,,68.86
4445,EmpScore,80.83
14555,,66.65
14366,LatestDegreeCGPA,68.43
11298,,69.16
5388,CurrentCompanyType,68.21
24101,,72.36
16038,YearsOfExperince,80.29
10682,,65.89
22498,YearsOfExperince,81.45
19039,EmpScore,82.89
18179,,53.21
13967,,65.04
8458,,58.07
6604,YearsOfExperince,82.66
5401,YearsOfExperince,79.84
21036,Gender,76.91
14213,Gender,82.4
19267,Gender,80.46
20922,YearsOfExperince,74.23
15349,Gender,81.72
19832,DegreeBranch,78.91
14405,,65.29
17919,YearsOfExperince,81.4
20204,,57.38
11410,,71.82
22467,DegreeBranch,81.72
21719,YearsOfExperince,80.35
15677,YearsOfExperince,81.83
14829,DegreeBranch,77.83
23558,HighestDegree,82.66
14029,Gender,81.44
23793,DegreeBranch,81.19
9019,Gender,80.95
18502,,67.19
17132,DegreeBranch,82.47
7990,DegreeBranch,81.23
7027,DegreeBranch,68.47
7383,YearsOfExperince,80.45
7111,,66.89
5740,Gender,81.77
8142,DegreeBranch,81.72
8252,Gender,81.98
12176,MartialStatus,82.0
11331,Gender,77.87
15585,EmpScore,81.38
8981,Gender,78.36
8637,DegreeBranch,76.03
8985,Gender,81.29
17043,DegreeBranch,82.12
7866,DegreeBranch,80.93
4641,YearsOfExperince,71.56
4076,,51.38
5489,HighestDegree,67.18
3247,DegreeBranch,80.1
2952,CurrentCompanyType,75.97
13585,DegreeBranch,81.43
18103,,66.25
3124,Gender,80.95
7668,YearsOfExperince,75.34
16654,Gender,82.9
9361,Gender,79.81
22315,,57.6
18688,DegreeBranch,81.26
3773,,80.64
2072,EmpScore,78.91
8499,,80.66
10260,CurrentCompanyType,72.22
6256,YearsOfExperince,77.74
20570,,66.57
6748,,77.33
3058,YearsOfExperince,74.55
9355,YearsOfExperince,79.9
19953,DegreeBranch,74.66
23946,,52.19
23124,HighestDegree,82.53
22443,DegreeBranch,69.76
15571,,62.12
21992,YearsOfExperince,81.17
17789,,69.44
23233,MartialStatus,81.66
14401,,61.5
4574,EmpScore,77.03
6773,DegreeBranch,81.47
3507,DegreeBranch,80.85
9920,Gender,76.04
4471,,79.84
21473,LatestDegreeCGPA,80.9
7461,LatestDegreeCGPA,59.41
17329,HighestDegree,80.66
22086,DegreeBranch,76.6
18249,DegreeBranch,82.48
7281,DegreeBranch,81.53
4057,Gender,79.28
11583,DegreeBranch,76.47
9958,,68.01
18362,YearsOfExperince,82.76
3548,YearsOfExperince,79.75
7424,YearsOfExperince,72.22
2954,YearsOfExperince,84.39
16845,DegreeBranch,76.27
8778,EmpScore,78.33
10072,Gender,82.08
7404,Gender,82.57
13656,Gender,76.09
2745,EmpScore,79.09
17729,MartialStatus,79.71
13898,YearsOfExperince,75.05
24122,,67.48
3555,DegreeBranch,75.07
2038,,68.22
22265,YearsOfExperince,81.99
17796,Gender,73.59
10531,DegreeBranch,80.09
13049,DegreeBranch,82.61
19049,Gender,72.44
22615,,59.42
3096,HighestDegree,82.28
19709,,66.6
18196,,61.84
19062,CurrentCompanyType,54.3
22704,LatestDegreeCGPA,79.98
6177,LatestDegreeCGPA,80.47
10586,YearsOfExperince,80.21
19492,Gender,80.69
7372,YearsOfExperince,76.18
23740,Gender,79.85
12350,DegreeBranch,68.44
6395,,57.5
23530,YearsOfExperince,77.9
4875,,68.02
15849,Gender,73.96
15743,,79.77
14244,,66.34
17820,YearsOfExperince,80.6
5576,HighestDegree,70.74
15487,DegreeBranch,80.27
15069,,78.13
19094,,68.53
20040,,66.1
5929,CurrentCompanyType,67.67
6216,,67.86
5258,,80.98
23483,,66.86
18159,DegreeBranch,82.62
3296,Gender,74.02
3990,Gender,85.98
22109,DegreeBranch,80.38
8459,,68.02
6700,DegreeBranch,82.64
11294,DegreeBranch,80.53
8066,CurrentCompanyType,69.66
7648,HighestDegree,83.79
8926,DegreeBranch,70.21
3279,DegreeBranch,80.48
11572,DegreeBranch,67.51
22982,YearsOfExperince,81.9
13306,Gender,73.61
11279,MartialStatus,80.95
24240,EmpScore,84.23
2687,Gender,81.15
2968,DegreeBranch,81.78
10860,HighestDegree,81.58
17010,Gender,80.96
15111,Gender,74.98
17846,,68.62
14519,YearsOfExperince,80.32
19694,YearsOfExperince,70.53
14981,DegreeBranch,80.27
21845,,66.75
12691,Gender,76.04
4382,MartialStatus,82.79
9687,Gender,73.35
2548,DegreeBranch,77.13
22707,,54.42
19085,,65.0
23223,YearsOfExperince,81.85
16972,Gender,75.64
9180,EmpScore,74.63
20942,DegreeBranch,82.13
19627,YearsOfExperince,79.49
19426,Gender,82.52
20196,Gender,80.26
16440,YearsOfExperince,79.15
13226,Gender,81.65
5959,Gender,81.03
22158,,80.25
14347,YearsOfExperince,82.77
14394,Gender,79.86
4487,CurrentCompanyType,67.58
6663,Gender,79.98
18162,DegreeBranch,80.02
4948,DegreeBranch,82.33
9260,Gender,82.72
5511,YearsOfExperince,75.65
21179,,66.13
14351,,66.94
4877,,65.14
13324,,70.7
11479,DegreeBranch,72.22
5721,Gender,79.79
5790,,68.29
11154,,79.45
21186,,68.8
10938,HighestDegree,80.72
13527,DegreeBranch,82.92
17351,LatestDegreeCGPA,59.51
23500,YearsOfExperince,80.88
21915,Gender,73.45
23634,,60.22
12993,,65.71
19232,,66.93
5361,DegreeBranch,80.21
20221,Gender,73.7
14319,DegreeBranch,71.5
23416,Gender,81.37
8811,HighestDegree,82.6
9372,YearsOfExperince,81.39
22050,HighestDegree,81.11
5703,DegreeBranch,81.65
2347,DegreeBranch,72.63
17946,,67.74
4433,YearsOfExperince,71.13
3955,,67.53
9617,,68.39
20370,,55.91
9925,Gender,81.14
2263,Gender,75.91
10566,EmpScore,80.61
11689,,73.86
14690,DegreeBranch,82.31
16436,,67.23
10053,YearsOfExperince,79.65
21207,Gender,81.12
13464,Gender,79.37
11343,,49.43
2765,Gender,74.78
10465,Gender,81.43
6180,Gender,74.99
6763,Gender,75.5
19460,Gender,79.76
6447,HighestDegree,83.92
21239,YearsOfExperince,75.32
20761,DegreeBranch,66.13
23013,MartialStatus,80.69
10739,DegreeBranch,77.0
13923,DegreeBranch,79.0
14094,DegreeBranch,81.7
19297,YearsOfExperince,76.32
15583,YearsOfExperince,79.33
9171,YearsOfExperince,81.99
4713,,79.6
16611,EmpScore,80.79
22253,DegreeBranch,79.63
20152,,55.54
16924,Gender,71.98
16670,DegreeBranch,82.07
9229,HighestDegree,82.51
24050,MartialStatus,80.3
8115,,66.29
22251,DegreeBranch,82.78
22825,DegreeBranch,79.74
16877,,66.94
12652,,60.93
18104,DegreeBranch,81.65
12141,YearsOfExperince,79.37
19547,Gender,80.85
4137,Gender,75.5
15674,YearsOfExperince,79.97
22008,Gender,73.57
5273,EmpScore,79.17
24388,YearsOfExperince,77.86
10778,DegreeBranch,79.4
2555,,64.7
11791,YearsOfExperince,80.06
9989,,60.66
6226,Gender,75.77
22095,DegreeBranch,80.79
10704,,70.49
13626,DegreeBranch,80.77
4749,YearsOfExperince,83.18
22501,,68.09
19875,CurrentCompanyType,71.53
